id,landmark_id,label
f53cdfdbb21e7899,138982,334
2882bf3c3846bb25,135503,327
0fdbf08672baf743,101399,237
502b074c67609d22,23777,51
cbef6514d2443ef4,8351,18
d3d261ada0335529,18786,35
792c1b522c28d385,67929,169
a0bee1e67b7d44e9,201840,487
e12630e789a2ca58,120734,286
2a5244edea94df54,192349,462
fb00c3e2265467b3,126100,303
8676dcf68ab7fe9d,138982,334
ae180e1372ff4859,134262,325
8deb2db9fbbe2f15,94310,221
02ad8ab2e10902cd,164406,393
dbadc784715ee73c,85633,201
ba45c182a004e12c,193938,468
653df85f68ad9fd8,91659,217
566f7b9d8183f8d8,150591,360
5a7d9ec4d3a2449c,126637,304
856f318a927d7ea7,110708,262
a633658030a0f42d,55350,134
160355e51ffa4215,85633,201
03703b74ee2c2d6d,46946,116
f25e295065a18afa,133226,319
0763292bce6a72db,124675,297
1b32db41df270976,179959,432
79b6b4508f36614c,194406,469
3e0ead1ee5375051,110153,260
1543c6075acb51cf,40980,97
17ce9cb157f70c38,190144,451
6c5511931fa0575b,1924,4
7bb4bb7d4bfbc7a7,161902,379
ff7fff378f7053bb,10514,22
f83c45cdb6c17f14,20120,41
d4eca6b542a4c74b,138982,334
238fbf78d33a4a02,11544,23
ad2b792945eabdef,195862,476
1ec0574b978a207c,29333,65
96a60031448ccbbb,138982,334
dd6a43aec0f7a6cc,8351,18
f9d594170a50f4d7,83144,197
ec5578d4f3927369,189907,450
d411b24d39237d37,1924,4
645cbefdc7c7b5eb,27,0
5dd52a4c0e067863,39865,91
00c76f24c9680c35,454,1
d2d4ce7f4a66a33d,188999,448
f421ced5b4f0a076,82579,196
25d99022bfa8c245,110708,262
b8c362b56bd7b9c3,162569,383
6ea72bc98ca17bdd,137203,332
633a587124d02aa4,96663,226
cef6464bf0856a01,195412,474
447bfb93c75ae6fa,19130,36
1b31eb9d8971b369,173825,414
1b8b5b77d1d38068,176018,420
c2e9611dc625aa76,70088,175
52a8be63c4369712,55780,136
dfc876a696d074d7,177409,425
073a95bfa7e4925d,156045,367
a36dfbe54c6222a5,98894,230
347ef731078bb318,46047,112
4975673c9d4da9dc,100895,236
dfd76ee84e88d7ff,138982,334
53b1bb3013888ba0,38482,86
aaca4282bc37b17d,31531,72
5077c115912fa0dc,143710,344
264542137b66ea12,80272,193
2829ccef2fbb7735,113209,266
a0fc9f181c9756c8,33577,78
ffee834c6310043d,1346,3
379ad715a1c28080,190879,457
76035d13c3c8c3f8,174181,415
af38bc5b321eb4da,167170,400
6d51bcefcece7fc6,70644,176
e7f851523fed7f8b,163072,387
4a30c160f3d41327,163179,388
d0ef021becf8386d,193550,467
a5fe45d01d3f5d88,186957,445
fe571088ef39f664,199506,481
2ecec5255870540d,190216,452
4e9d8572fc89ca5f,117861,283
87c27fed6940d5b8,60144,148
8287dd322e3e27c3,37789,84
62775ef1bfe98057,33992,80
a38182508ff5cf45,47176,119
1a482fcd8946daf2,177870,426
fc3b4461886de89a,15409,29
c2b0b83be9b452ae,164862,397
e68b00273d7bed5c,76303,186
2a5d22b411ea3d8a,70088,175
7063c687fb24e5ef,1346,3
14176b005516fbbe,1346,3
1450c74ad12373cd,139894,337
1adca6236baf7ea5,201840,487
33baf72b9b4fd1bb,138982,334
172b6dcf4ec92b5d,107164,252
c8898f33c5a8acdb,161902,379
8483a657f471421a,3705,8
5103d87374ff1299,161592,378
8ed7caefba2081c3,1924,4
d2dcd0fade14c90b,26012,55
dab6a68315f7e1bd,167988,401
60de7864364fe43b,40088,93
9e629e198e0e304b,121873,290
021ea5c1b134bdcf,190956,458
46468d8fcbdb5bd3,162833,386
2d1e023e53a483a4,45428,111
1023e33a52962903,6138,14
ae31d51c3d124941,176018,420
ba7d8d31d280ce00,31371,71
2716ba4dc52d3819,136302,331
821ac5aa7a25c7b9,162345,381
894ab20a8ddc4a97,25457,54
1c0f4667a6336d94,171683,409
de6b8c42f6e690ea,132215,315
bf6bf29f941bb07d,118856,284
a1d24294549e98b9,199188,478
894f2fa484941a08,174834,417
a9c6151a9e58ffdc,41648,100
cee2cc05c594d22b,47880,121
83bca7e1434a8adb,15445,30
29988f30d3573b25,454,1
8ffb16734ad10a5d,47133,118
c414ac6ad79623a6,182973,439
19d687a9076a5904,9070,19
d92ada6172b426a8,180759,433
a0d63795626626d6,94575,223
4cc519990b740ecd,43845,106
aae3c51fb1e6eeca,10419,21
6c3762803e9b622e,190644,454
a4d47b9888816e75,91659,217
70e340ae8752d455,83144,197
c4240676c2a2155a,126637,304
c374c1f18119c26b,128435,308
53fe64ab418b0aad,27659,61
489e8b94a4b34903,126637,304
787b8c9d78133fed,1924,4
f82da3e1a873fd22,198711,477
565f30f395172cff,73300,181
c48b5701e2a29e18,138982,334
2c2f3ad8496bf1d0,116255,282
5350c3b0f68a8c74,1924,4
1951186ff8da653e,162833,386
f82a51f0018ff0f2,98699,229
d403881fc5be0943,31898,75
242ace8cd412d881,84939,200
2acd4c1befd2aff3,38482,86
d6c2ab3580e8e2d8,177870,426
2bf2433bdbc194c5,193938,468
622b66d59ec8328b,113636,269
824323bdbb8f04ef,145015,348
e30fccebf1d7da1f,20409,42
f01693fb95c31a97,46268,113
760aee1a1cfe3d4b,112308,264
1d180000b58cfc23,40530,95
e737a47207baac5b,57505,144
a82ab99c11341081,176956,424
695250ef6ab64c37,164862,397
49f5182ea3dfb38d,26064,57
b8bdc25a474de1c2,98993,231
36b82f2b621d06fa,65818,163
69eeeed02a8e62e7,105294,248
94bf85949c3683b8,65658,162
8b2e2b61a0346f2d,70088,175
fa68f4cda2fed8ae,112481,265
ee4a773c9c5d5a90,20409,42
28173c2df36b50bf,17716,32
e7cd4c59971d4263,73304,182
3e880abddedc5e6f,138982,334
05f7c2f17a8be012,163227,389
7604117d0bbc47a5,20102,40
1c3faabb5028128a,182098,437
059d18366336739d,193164,465
67b80550274a44ab,46500,114
36631786d94fe9ba,46047,112
5964ecc8dfbebffc,164103,391
3c1cc095a54ab39d,47133,118
d940fafd4345e6a7,178973,428
f49177d2ed837b94,193550,467
c60804db2dd62f2c,3705,8
c556c9511928769e,105294,248
0ee87047e9074800,37789,84
a8bff480e36adfdd,177870,426
8c728a9773842467,28139,62
fff06104b5b16558,40770,96
4951d2aec286602a,176956,424
a34d0d72588b273f,107801,254
0736727c91074103,83631,199
cd3c49de536298f0,101940,239
05dfc60bc7a5b6f8,138982,334
9b60953638c3b0bd,31094,69
e870743ff90f41b2,69835,174
93e0243e2e98b27d,39865,91
52452e5b0980fd5a,113209,266
9d41fe120a72c961,101940,239
2046c5b6ede1a1ba,18392,33
4561957007183eb5,176862,423
c40bf28ad2d05d6e,46047,112
af362782067f6d1f,68501,171
b49dc877deb434c8,195562,475
7b0bd9201fee3b95,65068,159
6a1e995c34519174,46705,115
03a71f7f10b60898,94575,223
f488af50c60c56e5,144036,345
6c5e2f1a9625fa33,132978,317
5cf033326aec6351,143710,344
b5e5c0d51429f598,14915,27
aab8d3f2a7a07267,162634,385
4261945dfd0f233b,13471,25
1125744453a16412,145949,352
d66b896a240b4d8d,113462,268
fe27edd760b42317,174181,415
f9d5aaa1d862f9c6,126637,304
7155b15585897db5,90021,212
87e614d416c689a9,195562,475
1a08a81c762906a9,103899,245
85c2f85d93aa95c7,74910,183
058a1e936c09b019,98003,227
5179da71870d520b,182098,437
9a714da5c1ef5f79,96663,226
0031ec165f9b4511,14915,27
e422bd0499f69bc8,191292,460
798fd28eae14f5e6,174321,416
2eadb8c90df63cf5,164580,395
e7fc3390bba3fcfd,59831,147
5b9c9998ae8bc046,80249,192
52ec5dd341e0649c,109169,258
d3069ae95fc58cee,114289,274
78b677455b198d1a,190956,458
6b7ea6f7d88c52f8,70088,175
5e77af987543ba76,10514,22
a532d1fa5a2584ea,152708,364
dc25774a809cdf14,136302,331
f06b5f00425c28b4,165900,399
2a45bb2ee5b5cfd2,138982,334
91ad92b8fba9e862,21353,44
78272205d04ce00e,80272,193
36fd7b875c918569,176342,421
5952066daebf4fdb,57330,143
dce6d1b6a46529ab,156232,368
6c3856b07209bbce,171546,408
7c72d7a19ed2287f,192235,461
7617ad0bb6d61688,67480,168
fdb85a78d877a03f,83144,197
a4117231d14e3e17,163072,387
b67b0e468b1ef237,84939,200
82d539a18a065c73,176956,424
c54b22ec9c7e4476,20120,41
04e7d24b19a6498d,9673,20
ce2e44adc7ebe883,39650,90
513cb3ce3dc7d176,31531,72
8e1e496c06affdf9,98699,229
b8598772551ac149,139980,338
c878cb5564b7815a,86869,206
3b916e64bcb44631,134235,324
e79cac941d972301,39209,89
a3577fdeda31e368,132969,316
15625439a61e0a6b,18409,34
c729d94a161c771b,20409,42
ffc6e1489d7781da,47378,120
74579cc6eb2df1c6,41648,100
8cc498cd0702a02a,48753,122
a298a6ff841c2b89,193164,465
f39ff5fcce5c360b,38482,86
1b1c3006a3180c57,192931,464
7213e20068f4b56f,57015,141
640e868bc268c70a,107164,252
db7ca26ad4bb62ab,198711,477
56fbd34d68e7142a,139894,337
0f19995fc15e5608,36748,83
ca15d10eaa06d4c9,13471,25
c83773dc86bded55,26967,58
1528bfee55c9b84a,20064,39
c4ac1147241e7773,101940,239
f9d790bca24c4fa8,151942,362
f71a8c87172e9e81,4226,9
9bc9689a20ac31c3,121054,289
ef0f33f68c157c90,164862,397
9795858719f0ed02,31761,73
a8e23d4c368936f2,38482,86
f93187b352cacd0e,190644,454
100086c38bf26a1f,163072,387
e51d3e679d707792,47035,117
6d29aa7d6018e19f,47133,118
da74f758952b34ab,65068,159
aab2bfb8f7c7cbe4,180759,433
817070971b84f68d,18786,35
9909034847b9f568,169053,405
5f51bdd83494c940,51856,129
9312c1584e16ff71,72686,179
57c62be4d9aef10f,163179,388
b8c058b99877f81a,110153,260
60694e4808489512,115820,276
c5d55d5b76426020,152003,363
b9f8dc6457da7612,31361,70
e9928ce2c5c9258a,38109,85
fd06cf504d937162,202085,488
7a63caabbc4640da,41170,99
2142f8561343c544,67353,166
d0072afa186b4d15,28641,64
e9727d48880d7410,118856,284
652b786546a8f5e2,23777,51
ee4514cc283b3afe,147897,356
57d99537d6b87162,39209,89
816dc903d7a60bc6,187779,446
b13ad0301d37a17c,25093,53
8f37816ddba95abd,18786,35
9a5b270aa43fe6c4,126100,303
b873d1907edef59b,41037,98
75519aee54f3d48a,177870,426
bb018ae9724ef415,181602,435
fb6e9815a54775c5,29794,66
403c6a4c3ea1faf9,162833,386
a7f71f07b96709b3,26028,56
f8890b4b422b773b,125831,302
f1518e1b0ea7e9ea,178829,427
cb0151cb71b227ef,21353,44
22cf311a5dbd178d,21703,48
24f7a2ad468e009b,49712,124
98439b4d907d2ae0,190822,455
7eaea799d00c3763,41037,98
3818d7418e839f6b,109963,259
c847d572c6af154b,165900,399
215975c137d1e7ee,146497,353
80159789bbc03715,123731,295
c4b9587906674b09,94575,223
b10a9ca722e82bfc,138982,334
b1344d7caba1032b,176956,424
4ac9602990860e72,65658,162
756666b7084a69b4,103848,244
d5332b020d013dc2,37789,84
db100e704886a148,53170,131
babb21dda35f733c,199450,480
f5b5239f1740362b,182908,438
e87f06f508d4c0bf,126637,304
6906b02b961ad894,43845,106
fbd1310961b827b5,33636,79
4c91dea243024d28,120734,286
e876c448bc15e43c,150591,360
176fb5b27ab94799,102850,242
07fed4885befd2b4,65199,161
fb36c394f2a47129,8330,17
f3097345f9bf862e,124928,298
22de0383a5e8d0d7,176956,424
11ec29383043b461,64792,158
0f56c96566b305d0,147828,355
bce9a9f74338c794,189811,449
590603a338168ecf,171683,409
0041783684d5fc6b,107801,254
fcb81d3e5895ce74,129256,310
04b36f021ee895dd,101399,237
25d287c344064351,176528,422
2cfa36925dbe85d8,44939,110
9317556c54a88882,28139,62
2fbe56407d61dae2,27,0
0d6a80505e847ae8,83631,199
64e3366ad2625391,171435,407
a68a9ce118dca804,65658,162
189e3da4be1541de,95194,224
96fdefd927e2ecdc,192235,461
7b1dd1b1734d4439,177870,426
70bc618fa4c6c276,174321,416
74021847c9ecf5ae,168879,404
513d5cfecd82b265,67406,167
5f7eb2ec3c566742,109169,258
6aa28da83a4075bd,139894,337
74251060ae7d851a,177870,426
2299b646d49ad39b,94575,223
4fc7115e18814d98,21843,49
9b5811eab48930ce,107323,253
b8a272678353de33,156356,369
93dfb3269b166ff0,194914,472
8cfc03b978ba16cc,172929,411
fce21be224eeea2a,120885,287
1cf1102d820ec00d,126637,304
f8519bc5296acba4,95194,224
d9c7c8609901883b,21603,45
d47ecb67ce8dfa12,35691,82
750ca67e082cfbcd,21703,48
8c69aec7f4e480db,67929,169
5ff56b9d8140b9dc,75005,184
1556a626f049e17f,70716,177
baf8513ca8bc6446,41648,100
1e6e857009ac402b,161902,379
6747644891cfc1ee,164191,392
098880052b9122a8,136093,330
e72c246d6e7cfa8e,5292,12
ca2d2d33a4e194ec,86869,206
32c829092e7e4670,72024,178
e2998caec45b52f8,39209,89
e5bd5efa56dc49dd,176528,422
ada06dff8c5773d9,116124,281
4e3a6b354f555a09,120734,286
bc7ec11ba30c2997,136093,330
8205ebd9744c8aba,202814,489
7af3ce21e18245a0,83144,197
442b46f7ad601e79,176862,423
d17084fa4dc22524,126637,304
da5c5f7e324fa42d,121054,289
023c37cc58b614dc,20102,40
638fdd246dce879d,199506,481
94224ce8c315ee79,113769,271
e30b0b5d5a847972,56827,139
ab39b6b39d4f60f9,125831,302
3de67ac4e044afd3,27659,61
4eb347f32dec8de3,41648,100
7359f72792983e42,190869,456
2b983ab0e5a58e71,33577,78
ed1a3bce462a5898,120734,286
70b485810aa90713,83144,197
b12d41a39655f046,20064,39
333f81580cfdb0b8,145474,349
ada8ea2003b11231,138982,334
19154e772dadc0bd,162833,386
1c793a8c15ca8334,90966,214
6586b02d9576c313,65906,164
d99c2a62d5cc2130,168098,402
0f31c12bdb23e1a7,67353,166
bd301dfc0f5afe83,152708,364
a7640f0140ead3f0,39938,92
a05d80f3cd58c3f3,132969,316
7a287a4c8319bc70,139706,336
518381d0f6d4a6b8,107323,253
da4787d6bf7104eb,115820,276
2c37b902453e4b0d,70716,177
21679f64e92bdd16,144036,345
47d8f568eeb05799,57943,145
ee32ed6104bd5b5d,47880,121
2325e80210f50513,163604,390
4c36c93106cbc024,164773,396
70a9f02b7e7fdf5f,190230,453
5ccbe8d452605a2c,182908,438
9f8eeb11ad370f1f,6545,16
6a4a9d157ee271a3,19605,38
b332debabb59aecc,158966,374
abc5ab335af6491a,9070,19
2a182d1952ecbc00,193550,467
cb3f3167da51e089,134235,324
1ebfd739166e1bf5,164862,397
b171a0607f847b84,40111,94
c893a74e24a47468,80249,192
d3f4654c6c965862,176956,424
cc2e6201b37bf17d,128268,307
6bb732264b3e3895,56767,137
7db4dfde7b31b9db,177870,426
d56fced41b40b353,177870,426
96e055749104b7a3,65658,162
0fb319528517bd84,1924,4
d532157535b3f224,91059,215
7b36afea3eef78be,44939,110
c498f48e2bc3b48a,45428,111
f2f0a71521ec145d,26967,58
23216755aed161b6,113636,269
d84dff7d78b7dc4c,40530,95
7fcfe15c9d240fa2,120734,286
2568646b0386fc9a,13471,25
75e81ec923c5581c,20120,41
dd2bec7769c3c711,173511,412
743a245a6b9d4f28,179626,430
b85e480d83ff095d,163227,389
fae5fbe94f52e04c,73300,181
4cb7771bc4e30396,193550,467
8b7baf3e3c96d445,139894,337
ad7c1e44a9ede5a8,108591,257
b6d15e16bbb030eb,190956,458
ee567303da525eed,55219,133
ae5358e6079a2f6b,67929,169
b0f24c21b0199af6,137203,332
63e3a0f1b9b95b1e,145768,350
86ff0f3ecad04c1b,45428,111
c036aa2402c4bf06,107801,254
2ea1eb31ac1225d3,129256,310
30c87a82deff7f2c,67480,168
8aee3606dd287a0b,195412,474
f34d8a2556e93e42,180901,434
75f4a78cc8ac2144,115836,278
d58488771af16683,107164,252
e14e38b03a623af6,117861,283
e1e7ecf300d07adc,193550,467
787e4a7e3aadcdb3,49712,124
36914281798a7446,57505,144
231deaff212e5b63,126637,304
66b9b3ab3c1586e4,94310,221
f0df1addd441646f,5170,11
0ce7b955915314ae,67406,167
43520cfb7718179d,112135,263
72e448d4cd0248a4,82579,196
ee63b18760c0070a,41170,99
3bf3b5e0d2443ccd,55623,135
a5920c7a3bfc442a,38109,85
5bd7b06dd48707e8,192931,464
56267b0ebedf760d,83144,197
8f42d329b82989a1,134466,326
da04fc0b880ae405,133041,318
8140d2523e968e7f,113209,266
3caf43dab09c3e37,49804,125
09d01b33b80e0b30,115820,276
44b45375cbf42f45,160964,377
c2636c07c8c50c27,94449,222
ac37e06059178008,117861,283
1fe25404c84a221a,46047,112
6f7a14ad0b5bf76c,164580,395
2f9cf187e5a8c2dd,152708,364
e4d7be77ee8abd7b,144036,345
68cafb54dcd7a95e,94310,221
04eb11f80b9674cf,165596,398
81c7b4f09e0962fd,194692,471
91954e3e2c1c3d2a,76393,187
a090c89461318989,160944,376
1c4d1454875de55c,162833,386
2b1d0230cd74bf58,8330,17
2b05978ac93435da,182908,438
1024228e53fea193,91274,216
a6191000942339ea,38691,88
0202e9d804546c40,15445,30
4ca8b6c7f90eb3f6,144201,346
7251f314a7d2d266,179626,430
c101f77f08670697,51699,128
cbec46edbb1a024a,126637,304
3fdea1f4e6256472,164406,393
54eaf3fe495c9fd6,177870,426
80b2507fde018c50,156356,369
c7b58861016cdc7a,60532,150
9e1652dbca202a2c,116124,281
90cb50d2dc28cc29,56767,137
